0_0_0,0.53356,439.67326,0.0
0_1_0,254.29451,-4.95856,-4.99577
1_0_1,-3.56392,-3.54044,374.89922
0_0_1,-2.10031,-2.31557,366.33897
1_1_1,-4.69016,249.84192,-4.68125
0_1_1,-4.68917,-4.66841,233.23683
1_1_2,-3.94462,-4.03098,174.82315
1_1_3,136.9489,-2.79325,-2.81172
1_2_3,34.12149,-3.68453,-3.6859
2_2_4,20.49626,-4.16241,-4.19166
1_2_4,-2.95229,35.18494,-2.96567
2_2_5,-3.1955,29.7078,-3.18447
2_2_6,-3.23426,-3.31452,40.48433
2_3_6,-3.01407,-3.04313,29.91163
3_3_7,-3.32396,19.89421,-3.20831
2_3_7,-2.91916,22.32759,-2.87214
3_3_8,-3.79249,-3.77086,26.09909
3_3_9,36.95941,-3.67054,-3.72566
3_4_9,-3.47424,-3.51401,30.28009
4_4_10,-3.35856,45.9136,-3.28869
3_4_10,-3.29629,30.00229,-3.29306
4_4_11,39.57677,-3.28396,-3.38505
4_4_12,-3.36543,-3.39673,21.78188
4_5_12,22.05348,-3.39941,-3.34276
5_4_13,-1.99149,55.12338,-2.02723
4_4_13,-2.23435,-1.96796,20.58544
5_5_13,36.36801,-3.33591,-3.30753
4_5_13,-3.16498,36.68936,-3.21119
5_5_14,-3.63153,88.5154,-3.67449
5_5_15,10.74353,-4.03864,-4.04597
5_6_15,-4.00352,-4.04304,13.02324
6_6_16,-4.23466,10.97897,-4.20929
5_6_16,-4.00143,-3.94089,16.18494
6_6_17,-4.26736,-4.26162,11.57078
6_6_18,-4.20708,-4.18397,3.59338
6_7_16,-2.47739,1.15186,-2.42373
5_7_16,-3.07925,4.41398,-3.0405
6_7_17,-3.82498,-3.81274,6.02192
6_7_18,2.73255,-4.12127,-4.10622
7_7_19,-4.08419,3.82873,-4.08049
6_7_19,3.52098,-4.07171,-4.07492
7_7_20,-4.09021,8.54162,-4.0956
6_7_20,8.1308,-2.72098,-2.64417
7_7_21,-4.08991,13.53997,-4.08789
7_8_21,-4.05623,9.32747,-4.05774
8_8_22,-4.13542,0.52642,-4.14467
7_8_22,0.60543,-3.98128,-3.978
8_8_23,-4.19843,1.16364,-4.17388
8_8_24,0.693,-4.19883,-4.20518
8_9_24,-0.36307,-4.31321,-4.29864
9_9_25,-4.37119,-4.36455,-1.52036
8_9_25,-4.20599,-4.22024,1.76948
9_8_26,-3.69742,-3.08656,-3.82033
9_9_26,-4.33869,-4.35342,-1.63302
9_9_27,-1.85406,-4.31362,-4.27592
9_10_27,-4.28348,-4.28192,-2.42161
10_10_28,-4.26592,-2.14989,-4.26689
9_10_28,-4.21776,-4.19351,-2.63085
10_10_29,-4.14264,-4.14226,-1.46069
10_10_30,-4.08804,-4.10141,0.19919
10_11_30,-4.05412,5.26684,-4.05038
11_11_30,-3.70066,-3.68333,-0.67194
11_11_31,-3.98729,-3.98395,1.66397
10_11_31,-3.84735,1.12238,-3.87882
11_11_32,-3.93658,-3.90412,3.69194
11_11_33,-3.89675,8.36297,-3.90885
10_11_32,-3.5947,-3.58539,3.39001
11_12_33,20.06807,-3.86732,-3.89095
12_12_34,4.02482,-3.90816,-3.88763
11_12_34,-3.91958,2.51187,-3.93991
12_12_35,-4.05326,-4.08656,4.82145
12_12_36,-4.11129,-4.10612,14.32669
12_13_36,-4.0905,-4.06983,23.6043
13_13_37,-2.01372,-4.35801,-4.3817
12_13_37,-4.4548,-4.46493,-4.27114
13_13_36,-3.39844,-3.33985,-2.16363
13_13_38,-4.55678,-4.37708,-4.55638
13_13_39,-4.54439,-4.44434,-4.5447
13_14_39,-4.51501,-4.53153,-4.35576
14_14_40,-4.50363,-4.53944,-4.5366
13_14_40,-4.47009,-4.45604,-3.8285
14_14_41,-4.5079,-4.43429,-4.50614
14_13_41,-3.86711,-3.81097,-3.8238
13_13_41,-0.97948,-0.80442,-1.19581
13_14_41,-3.2974,-3.15498,-3.20854
14_14_42,-4.31601,-4.44872,-4.45408
14_15_42,-4.08841,-4.4153,-4.40368
15_15_43,-4.40498,-4.40412,-4.1012
14_15_43,-3.9377,-4.32503,-4.31074
15_15_44,-4.34848,-4.02146,-4.34548
