0_0_0,1.9696,43.74764,0.0
0_1_0,-4.98124,-4.97843,19.55459
1_0_1,37.59894,-2.47249,-2.46067
0_0_1,-1.58158,-1.47904,36.24744
1_1_1,17.29191,-4.60773,-4.59726
0_1_1,17.27559,-4.57892,-4.58932
1_1_2,-3.5458,-3.65204,17.1923
1_1_3,-2.42501,10.55495,-2.47874
1_2_3,-3.64321,-1.06262,-3.6859
2_2_4,-3.57319,-4.16241,-4.19166
1_2_4,-2.95229,1.36578,-2.96567
2_2_5,-3.1955,-3.13428,-3.18447
2_2_6,-3.18272,-2.09447,-3.1985
2_3_6,-3.01407,-1.47405,-2.95716
3_3_7,-2.97857,-0.90624,-2.93378
2_3_7,-2.91916,-0.46255,-2.87214
3_3_8,-3.67266,-1.57827,-3.68762
3_3_9,-3.5557,-3.63165,-1.23056
3_4_9,-0.50853,-3.32311,-3.31844
4_4_10,-3.20122,-0.79982,-3.2069
3_4_10,-2.52217,-3.08356,-3.11645
4_4_11,-3.14828,-3.21689,-2.73535
4_4_12,-3.26648,-2.51755,-3.23252
4_5_12,-3.24539,-3.23028,-0.88954
5_4_13,-1.99149,-0.62988,-2.02723
4_4_13,-1.70686,-1.78281,-1.8043
5_5_13,-3.30176,2.25032,-3.30753
4_5_13,-2.37957,-3.12912,-3.12252
5_5_14,-3.41716,3.79194,-3.35641
5_5_15,-3.80849,-3.91464,-3.91899
5_6_15,-3.81511,-3.86521,-3.64762
6_6_16,-4.07309,-4.0814,-3.40009
5_6_16,-2.58818,-3.77556,-3.75811
6_6_17,-4.15834,-3.27911,-4.16759
6_6_18,-4.08272,-4.08729,-3.95163
6_7_16,-1.94711,-2.15671,-1.92099
5_7_16,-2.46425,-2.62009,-2.47309
6_7_17,-3.64731,-3.66283,-3.70923
6_7_18,-3.98231,-3.88275,-4.05151
7_7_19,-3.94122,-3.48856,-3.94649
6_7_19,-3.87904,-3.74848,-3.88348
7_7_20,-3.99254,-3.97756,-3.32811
6_7_20,-2.12623,-2.38511,-2.22001
7_7_21,-3.30164,-3.97853,-3.98006
7_8_21,-3.46855,-3.94577,-3.95043
8_8_22,-3.92325,-3.90615,-3.66191
7_8_22,-3.86093,-3.70541,-3.87989
8_8_23,-3.97842,-3.98638,-4.01499
8_8_24,-4.02173,-4.01619,-3.98513
8_9_24,-4.03429,-4.04709,-4.02049
9_9_25,-4.11357,-4.12684,-3.84932
8_9_25,-4.08744,-4.10296,-4.13152
9_8_26,-3.30833,-3.09248,-3.22267
9_9_26,-4.20229,-4.17843,-4.20845
9_9_27,-4.20193,-4.19324,-4.19799
9_10_27,-4.16024,-4.15176,-4.15409
10_10_28,-4.10213,-4.10839,-4.11028
9_10_28,-4.08933,-4.07781,-4.03489
10_10_29,-3.91916,-3.9942,-3.99988
10_10_30,-3.59997,-3.9018,-3.89651
10_11_30,-3.83742,-3.46916,-3.82219
11_11_30,-3.10741,-3.19772,-3.12132
11_11_31,-3.68525,-3.63283,-3.65854
10_11_31,-3.78179,-3.7579,-3.75452
11_11_32,-3.71061,-3.72049,-3.74901
11_11_33,-3.71272,-3.38259,-3.75533
10_11_32,-3.22966,-3.28557,-3.21246
11_12_33,-3.79881,-2.14577,-3.82438
12_12_34,-3.6748,-3.64773,-3.62745
11_12_34,-3.69034,-3.81134,-3.79815
12_12_35,-3.88955,-3.9018,-2.76644
12_12_36,-3.95205,-0.80586,-3.88609
12_13_36,-3.86638,-0.61524,-3.84619
13_13_37,-3.94758,-4.02194,-3.93673
12_13_37,-4.27227,-4.26389,-4.17249
13_13_36,-2.89986,-3.0652,-2.61048
13_13_38,-4.33779,-4.35233,-4.33426
13_13_39,-4.35899,-4.33047,-4.32271
13_14_39,-4.32691,-4.25115,-4.33891
14_14_40,-4.27572,-4.29306,-4.27396
13_14_40,-3.85181,-4.31328,-4.30507
14_14_41,-4.34379,-4.1712,-4.34355
14_13_41,-2.73136,-2.7665,-2.75152
13_13_41,-0.55622,-0.80442,-0.64254
13_14_41,-2.33777,-2.3346,-2.23639
14_14_42,-4.29898,-4.17749,-4.2863
14_15_42,-4.25719,-4.27671,-4.0694
15_15_43,-4.2814,-4.28416,-4.20544
14_15_43,-4.07028,-4.13741,-4.14012
15_15_44,-4.21518,-4.21294,-3.92134
15_15_45,-4.12215,-4.08851,-4.11905
15_16_45,-3.97482,-3.98167,-3.93571
15_16_44,-3.48299,-3.60012,-3.56328
16_16_46,-3.90662,-3.94253,-3.763
15_16_46,-3.96499,-4.0426,-4.02531
16_16_47,-4.03321,-4.06905,-3.76663
16_16_48,-4.12468,-3.79918,-4.11033
16_17_48,-4.12244,-3.92654,-4.12999
17_16_49,-1.3516,-1.3584,-1.7443
16_16_49,-0.89302,-0.82404,-1.07201
17_17_49,-4.07223,-3.68936,-4.05225
16_17_49,-4.03571,-4.0812,-4.07607
17_17_50,-4.04676,-4.04744,-3.71458
17_17_51,-3.46235,-4.06792,-4.05212
17_18_51,-3.80941,-4.09647,-4.10086
18_18_52,-4.0042,-4.01123,-3.91963
17_18_52,-4.06902,-4.09589,-4.09665
18_18_53,-4.08892,-4.13623,-4.11505
18_18_54,-4.02266,-3.93041,-4.0356
17_19_53,-1.85073,-1.95838,-1.78857
18_19_53,-3.60207,-3.59878,-3.57232
18_19_54,-4.08569,-4.1039,-4.09762
19_19_55,-4.02201,-3.86647,-4.0118
18_19_55,-4.044,-4.03239,-4.03164
19_19_56,-3.9997,-3.89929,-3.98941
19_19_57,-3.90056,-3.90482,-3.92072
19_20_57,-3.44322,-3.79908,-3.83255
20_20_58,-3.76365,-3.75943,-3.29473
19_20_58,-3.83055,-3.83856,-3.80571
20_20_59,-3.76683,-3.91021,-3.9029
20_20_60,-3.97732,-3.84435,-3.96617
20_21_60,-3.95652,-3.89277,-3.9597
21_21_61,-3.90363,-3.89406,-3.90767
20_21_61,-3.88333,-3.87805,-3.86168
21_21_62,-3.72996,-3.73906,-3.72943
21_21_63,-3.54739,-3.54798,-3.52921
21_22_63,-3.45127,-3.43598,-3.48717
22_22_64,-3.5017,-3.52448,-3.53018
21_22_64,-3.26425,-3.22604,-3.25749
22_22_65,-3.38561,-3.21646,-3.38077
22_22_66,-3.32332,-3.24323,-2.79936
22_23_66,-3.17213,-2.48915,-3.17153
23_23_67,-3.17957,-3.21193,-3.21882
22_23_67,-3.22421,-3.25524,-3.23056
23_23_68,-3.27891,-3.30831,-3.25784
23_23_69,-3.17472,-3.11414,-3.1549
23_24_69,-3.07352,-3.09351,-3.13428
24_23_70,-1.83233,-2.02645,-2.07713
23_23_70,-1.41154,-1.50359,-1.71273
24_24_70,-3.40791,-3.40256,-3.4346
23_24_70,-2.96092,-3.02087,-3.02184
24_24_71,-3.43999,-3.44946,-3.42528
24_24_72,-3.47238,-3.50402,-3.36154
24_25_72,-3.57675,-3.56833,-3.36885
25_25_73,-3.58587,-3.61431,-3.61118
