0_0_0,0.53356,442.66977,0.0
0_1_0,219.22317,-4.95856,-4.99577
1_0_1,-3.56392,-3.54044,386.29441
0_0_1,-2.10031,-2.31557,376.56604
1_1_1,-4.69016,197.98543,-4.68125
0_1_1,-4.68917,-4.66841,183.05355
1_1_2,-3.94462,-4.03098,163.9861
1_1_3,155.22954,-2.79325,-2.81172
1_2_3,16.41893,-3.68453,-3.6859
2_2_4,11.25167,-4.16241,-4.19166
1_2_4,-2.95229,19.0149,-2.96567
2_2_5,-3.1955,16.40655,-3.18447
2_2_6,-3.23426,-3.31452,18.66566
2_3_6,-3.01407,-3.04313,18.22805
3_3_7,-3.32396,16.7471,-3.20831
2_3_7,-2.91916,26.61469,-2.87214
3_3_8,-3.79249,-3.77086,24.64087
3_3_9,32.32861,-3.67054,-3.72566
3_4_9,-3.47424,-3.51401,32.7204
4_4_10,-3.35856,40.82487,-3.28869
3_4_10,-3.29629,29.81247,-3.29306
4_4_11,21.46984,-3.28396,-3.38505
4_4_12,-3.36543,-3.39673,17.52307
4_5_12,24.7891,-3.39941,-3.34276
5_4_13,-1.99149,49.01833,-2.02723
4_4_13,-2.23435,-1.96796,19.10849
5_5_13,60.77702,-3.33591,-3.30753
4_5_13,-3.16498,48.09745,-3.21119
5_5_14,-3.63153,104.46417,-3.67449
5_5_15,5.27773,-4.03864,-4.04597
5_6_15,-4.00352,-4.04304,4.4456
6_6_16,-4.23466,1.93737,-4.20929
5_6_16,-4.00143,-3.94089,10.60645
6_6_17,-4.26736,-4.26162,7.74509
6_6_18,-4.20708,-4.18397,0.91603
6_7_16,-2.47739,0.79221,-2.42373
5_7_16,-3.07925,1.44237,-3.0405
6_7_17,-3.82498,-3.81274,4.41458
6_7_18,2.47263,-4.12127,-4.10622
7_7_19,-4.08419,5.59636,-4.08049
6_7_19,3.43472,-4.07171,-4.07492
7_7_20,-4.09021,8.68504,-4.0956
6_7_20,6.92057,-2.72098,-2.64417
7_7_21,-4.08991,7.41958,-4.08789
7_8_21,-4.05623,2.27201,-4.05774
8_8_22,-4.13542,0.04134,-4.14467
7_8_22,0.32399,-3.98128,-3.978
8_8_23,-4.19843,-0.64452,-4.17388
8_8_24,-0.77753,-4.19883,-4.20518
8_9_24,-1.14308,-4.31321,-4.29864
9_9_25,-4.37119,-4.36455,-2.14471
8_9_25,-4.20599,-4.22024,0.00194
9_8_26,-3.69742,-3.45577,-3.82033
9_9_26,-4.33869,-4.35342,-2.75407
9_9_27,-3.25715,-4.31362,-4.27592
9_10_27,-4.28348,-4.28192,-3.4431
10_10_28,-4.26592,-3.46323,-4.26689
9_10_28,-4.21776,-4.19351,-3.58782
10_10_29,-4.14264,-4.14226,-2.42526
10_10_30,-4.08804,-4.10141,-0.21252
10_11_30,-4.05412,2.72426,-4.05038
11_11_30,-3.70066,-3.68333,-2.34812
11_11_31,-3.98729,-3.98395,-1.03011
10_11_31,-3.84735,-1.14252,-3.87882
11_11_32,-3.93658,-3.90412,0.79808
11_11_33,-3.89675,6.24962,-3.90885
10_11_32,-3.5947,-3.58539,-0.03624
11_12_33,12.83021,-3.86732,-3.89095
12_12_34,-0.12646,-3.90816,-3.88763
11_12_34,-3.91958,-0.26281,-3.93991
12_12_35,-4.05326,-4.08656,8.79417
12_12_36,-4.11129,-4.10612,26.55029
12_13_36,-4.0905,-4.06983,20.31983
13_13_37,-4.17801,-4.16415,-3.62381
12_13_37,-4.41522,-4.43325,-4.42083
13_13_36,-3.14992,-3.19221,-2.66406
13_13_38,-4.5189,-4.496,-4.52206
13_13_39,-4.52485,-4.5252,-4.52152
13_14_39,-4.50404,-4.50941,-4.51032
14_14_40,-4.52275,-4.52919,-4.51857
13_14_40,-4.00013,-4.45604,-4.45014
14_14_41,-4.44661,-4.5023,-4.50614
14_13_41,-3.72103,-3.66244,-3.55055
13_13_41,-0.97948,-0.80442,-0.64254
13_14_41,-3.01112,-3.02645,-3.11483
14_14_42,-4.30316,-4.44872,-4.45408
14_15_42,-4.02744,-4.4153,-4.40368
15_15_43,-4.40498,-4.40412,-4.10657
14_15_43,-3.90723,-4.32503,-4.31074
15_15_44,-4.34848,-3.88915,-4.34548
15_15_45,-3.85283,-4.27924,-4.28622
15_16_45,-4.19275,-3.89203,-4.19555
15_16_44,-4.12369,-4.12335,-4.09719
16_16_46,-3.72191,-4.08353,-4.11086
15_16_46,-4.18317,-3.94495,-4.21023
16_16_47,-4.13959,-4.30466,-4.31188
16_16_48,-4.28631,-4.3366,-4.34139
16_17_48,-4.37842,-4.38407,-4.37296
17_16_49,-2.30947,-2.39991,-2.27199
16_16_49,-1.6011,-1.54534,-1.07201
17_17_49,-4.3774,-4.37471,-4.38513
16_17_49,-4.28057,-4.37227,-4.36273
17_17_50,-4.40449,-4.04111,-4.4185
17_17_51,-4.38721,-3.66297,-4.40677
17_18_51,-4.1462,-4.43475,-4.43575
18_18_52,-4.41105,-4.43002,-4.41923
17_18_52,-4.36082,-4.36144,-4.35848
18_18_53,-4.43338,-4.40414,-4.44503
18_18_54,-4.4244,-4.29218,-4.41158
17_19_53,-2.46663,-2.7355,-3.01132
18_19_53,-4.21873,-4.19996,-4.17303
18_19_54,-4.41392,-4.42416,-4.40658
19_19_55,-4.35167,-4.35742,-4.28583
18_19_55,-4.29264,-4.27074,-4.28549
19_19_56,-4.28654,-4.28618,-4.23016
19_19_57,-4.21486,-4.21807,-4.23051
19_20_57,-4.18254,-3.87295,-4.14824
20_20_58,-4.17775,-4.17853,-3.5899
19_20_58,-4.24939,-4.26216,-4.19779
20_20_59,-4.30604,-4.30462,-4.07939
20_20_60,-4.30085,-4.07527,-4.29934
20_21_60,-4.22143,-3.96027,-4.22439
21_21_61,-4.14672,-3.9171,-4.14354
20_21_61,-4.06874,-4.11479,-3.83724
21_21_62,-3.91598,-3.9468,-3.24455
21_21_63,-3.7346,-2.65731,-3.74852
21_22_63,-3.71605,-3.7508,-2.67409
